external_id,source,source_url,name,legal_name,description,category_primary,category_secondary,tags,website,email,phone,address_line1,address_line2,postal_code,city,region,country_code,country,latitude,longitude,facebook,instagram,linkedin,logo_url,image_url,opening_hours,status,verified,notes,created_at,updated_at
,eu_businesses_comprehensive_20251106_114856,,Housing Aalborg,,"Quality real estate services in Aalborg, Denmark. Professional and reliable business serving the local community.",,,,https://www.housingaalborg.com,info@housingaalborg.com,+99-263-7736,104 Main Street,,66250,Aalborg,,,Denmark,35.028128,-4.551407,,,,,,,True,True,,,
,eu_businesses_comprehensive_20251106_114856,,Plants Aalborg,,"Quality garden center services in Aalborg, Denmark. Professional and reliable business serving the local community.",,,,https://www.plantsaalborg.com,info@plantsaalborg.com,+97-616-4408,329 Queen Street,,62982,Aalborg,,,Denmark,59.309,-7.61552,,,,,,,True,True,,,
,eu_businesses_comprehensive_20251106_114856,,Visit Aalborg,,"Quality tourist attractions services in Aalborg, Denmark. Professional and reliable business serving the local community.",,,,https://www.visitaalborg.com,info@visitaalborg.com,+48-421-3585,538 High Street,,86984,Aalborg,,,Denmark,62.080662,-4.304557,,,,,,,True,True,,,
,eu_businesses_comprehensive_20251106_114856,,Aarhus Cars,,"Quality automotive services in Aarhus, Denmark. Professional and reliable business serving the local community.",,,,https://www.aarhuscars.com,info@aarhuscars.com,+50-558-3350,130 Main Street,,25164,Aarhus,,,Denmark,63.016108,-1.725107,,,,,,,True,True,,,
,eu_businesses_comprehensive_20251106_114856,,Aarhus Palace,,"Quality hotels services in Aarhus, Denmark. Professional and reliable business serving the local community.",,,,https://www.aarhuspalace.com,info@aarhuspalace.com,+44-667-7576,727 High Street,,70771,Aarhus,,,Denmark,51.521364,-0.471862,,,,,,,True,True,,,
,eu_businesses_comprehensive_20251106_114856,,Auto Aarhus,,"Quality car dealers services in Aarhus, Denmark. Professional and reliable business serving the local community.",,,,https://www.autoaarhus.com,info@autoaarhus.com,+77-521-9606,880 King Street,,44043,Aarhus,,,Denmark,42.491217,23.229202,,,,,,,True,False,,,
,eu_businesses_comprehensive_20251106_114856,,Gallery Aarhus,,"Quality museums services in Aarhus, Denmark. Professional and reliable business serving the local community.",,,,https://www.galleryaarhus.com,info@galleryaarhus.com,+85-630-4690,44 Main Street,,87320,Aarhus,,,Denmark,62.644138,11.666573,,,,,,,True,True,,,
,eu_businesses_comprehensive_20251106_114856,,Glow Aarhus,,"Quality beauty & wellness services in Aarhus, Denmark. Professional and reliable business serving the local community.",,,,https://www.glowaarhus.com,info@glowaarhus.com,+76-418-4558,99 Main Street,,67245,Aarhus,,,Denmark,63.880218,12.037993,,,,,,,True,True,,,
,eu_businesses_comprehensive_20251106_114856,,Hotel Aarhus,,"Quality hotel services in Aarhus, Denmark. Professional and reliable business serving the local community.",,,,https://www.hotelaarhus.com,info@hotelaarhus.com,+32-647-3636,181 Queen Street,,75313,Aarhus,,,Denmark,45.075294,6.037098,,,,,,,True,False,,,
,eu_businesses_comprehensive_20251106_114856,,Retail Aarhus,,"Quality retail services in Aarhus, Denmark. Professional and reliable business serving the local community.",,,,https://www.retailaarhus.com,info@retailaarhus.com,+82-683-4925,298 Queen Street,,94576,Aarhus,,,Denmark,64.426796,1.915718,,,,,,,True,False,,,
,eu_businesses_comprehensive_20251106_114856,,Sacred Aarhus,,"Quality religious organizations services in Aarhus, Denmark. Professional and reliable business serving the local community.",,,,https://www.sacredaarhus.com,info@sacredaarhus.com,+90-237-9483,424 High Street,,97277,Aarhus,,,Denmark,63.611262,25.488831,,,,,,,True,True,,,
,eu_businesses_comprehensive_20251106_114856,,Serenity Aarhus,,"Quality spas services in Aarhus, Denmark. Professional and reliable business serving the local community.",,,,https://www.serenityaarhus.com,info@serenityaarhus.com,+37-270-8999,254 Church Street,,59584,Aarhus,,,Denmark,42.701857,13.636334,,,,,,,True,False,,,
,eu_businesses_comprehensive_20251106_114856,,Show Aarhus,,"Quality entertainment & nightlife services in Aarhus, Denmark. Professional and reliable business serving the local community.",,,,https://www.showaarhus.com,info@showaarhus.com,+83-334-4698,484 Church Street,,19630,Aarhus,,,Denmark,44.771068,2.918163,,,,,,,True,True,,,
,eu_businesses_comprehensive_20251106_114856,,Taste Aarhus,,"Quality restaurant services in Aarhus, Denmark. Professional and reliable business serving the local community.",,,,https://www.tasteaarhus.com,info@tasteaarhus.com,+42-110-8864,449 Church Street,,57841,Aarhus,,,Denmark,50.863698,16.737848,,,,,,,True,True,,,
,eu_businesses_comprehensive_20251106_114856,,Wellness Aarhus,,"Quality pharmacy services in Aarhus, Denmark. Professional and reliable business serving the local community.",,,,https://www.wellnessaarhus.com,info@wellnessaarhus.com,+43-354-8870,305 High Street,,64010,Aarhus,,,Denmark,62.288593,-0.319173,,,,,,,True,True,,,
,eu_businesses_comprehensive_20251106_114856,,Athens Health,,"Quality physiotherapy services in Athens, Greece. Professional and reliable business serving the local community.",,,,https://www.athenshealth.com,info@athenshealth.com,+87-608-8420,707 Church Street,,18311,Athens,,,Greece,43.64617,-3.262557,,,,,,,True,False,,,
,eu_businesses_comprehensive_20251106_114856,,Chain Athens,,"Quality blockchain services services in Athens, Greece. Professional and reliable business serving the local community.",,,,https://www.chainathens.com,info@chainathens.com,+65-269-1656,328 Main Street,,60193,Athens,,,Greece,45.084435,-8.771691,,,,,,,True,False,,,
,eu_businesses_comprehensive_20251106_114856,,Estate Athens,,"Quality real estate services in Athens, Greece. Professional and reliable business serving the local community.",,,,https://www.estateathens.com,info@estateathens.com,+34-190-7319,600 King Street,,44892,Athens,,,Greece,57.431997,-7.8199,,,,,,,True,False,,,
,eu_businesses_comprehensive_20251106_114856,,Fit Athens,,"Quality fitness & sports services in Athens, Greece. Professional and reliable business serving the local community.",,,,https://www.fitathens.com,info@fitathens.com,+34-576-6993,960 Church Street,,56493,Athens,,,Greece,40.566846,15.074044,,,,,,,True,True,,,
,eu_businesses_comprehensive_20251106_114856,,Harmony Athens,,"Quality music services in Athens, Greece. Professional and reliable business serving the local community.",,,,https://www.harmonyathens.com,info@harmonyathens.com,+38-699-2992,447 Church Street,,83173,Athens,,,Greece,66.129031,20.69783,,,,,,,True,True,,,
,eu_businesses_comprehensive_20251106_114856,,Motors Athens,,"Quality automotive services in Athens, Greece. Professional and reliable business serving the local community.",,,,https://www.motorsathens.com,info@motorsathens.com,+67-639-1818,181 Queen Street,,58402,Athens,,,Greece,52.578185,4.567351,,,,,,,True,True,,,
,eu_businesses_comprehensive_20251106_114856,,Pro Athens,,"Quality general business services in Athens, Greece. Professional and reliable business serving the local community.",,,,https://www.proathens.com,info@proathens.com,+44-571-7069,92 Main Street,,64253,Athens,,,Greece,62.862649,-0.036599,,,,,,,True,False,,,
,eu_businesses_comprehensive_20251106_114856,,Retail Athens,,"Quality retail services in Athens, Greece. Professional and reliable business serving the local community.",,,,https://www.retailathens.com,info@retailathens.com,+77-472-7140,163 High Street,,78937,Athens,,,Greece,45.640973,-9.136653,,,,,,,True,True,,,
,eu_businesses_comprehensive_20251106_114856,,School Athens,,"Quality schools services in Athens, Greece. Professional and reliable business serving the local community.",,,,https://www.schoolathens.com,info@schoolathens.com,+53-292-8552,963 High Street,,58520,Athens,,,Greece,58.361335,13.44124,,,,,,,True,False,,,
,eu_businesses_comprehensive_20251106_114856,,Study Athens,,"Quality libraries services in Athens, Greece. Professional and reliable business serving the local community.",,,,https://www.studyathens.com,info@studyathens.com,+76-729-1630,723 Queen Street,,89423,Athens,,,Greece,41.63003,-0.577298,,,,,,,True,True,,,
,eu_businesses_comprehensive_20251106_114856,,Teeth Athens,,"Quality dentist services in Athens, Greece. Professional and reliable business serving the local community.",,,,https://www.teethathens.com,info@teethathens.com,+66-332-4164,859 High Street,,93141,Athens,,,Greece,65.460438,-5.437121,,,,,,,True,True,,,
,eu_businesses_comprehensive_20251106_114856,,Banská Bystrica Lanes,,"Quality bowling alleys services in Banská Bystrica, Slovakia. Professional and reliable business serving the local community.",,,,https://www.banskábystricalanes.com,info@banskábystricalanes.com,+80-856-8753,816 King Street,,53445,Banská Bystrica,,,Slovakia,49.575745,13.009937,,,,,,,True,False,,,
,eu_businesses_comprehensive_20251106_114856,,Banská Bystrica Library,,"Quality books & media services in Banská Bystrica, Slovakia. Professional and reliable business serving the local community.",,,,https://www.banskábystricalibrary.com,info@banskábystricalibrary.com,+98-415-5742,15 High Street,,72681,Banská Bystrica,,,Slovakia,67.106462,23.408983,,,,,,,True,True,,,
,eu_businesses_comprehensive_20251106_114856,,Banská Bystrica Theater,,"Quality cinemas services in Banská Bystrica, Slovakia. Professional and reliable business serving the local community.",,,,https://www.banskábystricatheater.com,info@banskábystricatheater.com,+88-874-6888,959 High Street,,98027,Banská Bystrica,,,Slovakia,35.791226,9.675832,,,,,,,True,True,,,
,eu_businesses_comprehensive_20251106_114856,,Bon Banská Bystrica,,"Quality french restaurants services in Banská Bystrica, Slovakia. Professional and reliable business serving the local community.",,,,https://www.bonbanskábystrica.com,info@bonbanskábystrica.com,+37-345-7625,682 Church Street,,13050,Banská Bystrica,,,Slovakia,56.055766,16.132519,,,,,,,True,True,,,
,eu_businesses_comprehensive_20251106_114856,,Café Banská Bystrica,,"Quality cafes services in Banská Bystrica, Slovakia. Professional and reliable business serving the local community.",,,,https://www.cafébanskábystrica.com,info@cafébanskábystrica.com,+33-861-3176,169 Church Street,,84127,Banská Bystrica,,,Slovakia,38.718838,8.837637,,,,,,,True,False,,,
,eu_businesses_comprehensive_20251106_114856,,Cars Banská Bystrica,,"Quality car dealers services in Banská Bystrica, Slovakia. Professional and reliable business serving the local community.",,,,https://www.carsbanskábystrica.com,info@carsbanskábystrica.com,+71-178-7425,754 King Street,,56561,Banská Bystrica,,,Slovakia,39.986001,25.53585,,,,,,,True,True,,,
,eu_businesses_comprehensive_20251106_114856,,Clothes Banská Bystrica,,"Quality clothing store services in Banská Bystrica, Slovakia. Professional and reliable business serving the local community.",,,,https://www.clothesbanskábystrica.com,info@clothesbanskábystrica.com,+42-697-4039,813 King Street,,72123,Banská Bystrica,,,Slovakia,58.17713,17.092614,,,,,,,True,True,,,
,eu_businesses_comprehensive_20251106_114856,,Cuisine Banská Bystrica,,"Quality restaurant services in Banská Bystrica, Slovakia. Professional and reliable business serving the local community.",,,,https://www.cuisinebanskábystrica.com,info@cuisinebanskábystrica.com,+59-606-3260,122 Church Street,,59441,Banská Bystrica,,,Slovakia,41.528892,20.649531,,,,,,,True,True,,,
,eu_businesses_comprehensive_20251106_114856,,Dish Banská Bystrica,,"Quality food & beverages services in Banská Bystrica, Slovakia. Professional and reliable business serving the local community.",,,,https://www.dishbanskábystrica.com,info@dishbanskábystrica.com,+96-286-3211,347 Main Street,,28115,Banská Bystrica,,,Slovakia,67.982452,-4.986706,,,,,,,True,True,,,
,eu_businesses_comprehensive_20251106_114856,,Experience Banská Bystrica,,"Quality tourist attractions services in Banská Bystrica, Slovakia. Professional and reliable business serving the local community.",,,,https://www.experiencebanskábystrica.com,info@experiencebanskábystrica.com,+59-870-8898,106 Main Street,,80542,Banská Bystrica,,,Slovakia,52.826961,28.825638,,,,,,,True,False,,,
,eu_businesses_comprehensive_20251106_114856,,Express Banská Bystrica,,"Quality fast food services in Banská Bystrica, Slovakia. Professional and reliable business serving the local community.",,,,https://www.expressbanskábystrica.com,info@expressbanskábystrica.com,+45-352-8874,422 High Street,,16700,Banská Bystrica,,,Slovakia,67.2048,-9.679081,,,,,,,True,True,,,
,eu_businesses_comprehensive_20251106_114856,,Guesthouse Banská Bystrica,,"Quality bed & breakfasts services in Banská Bystrica, Slovakia. Professional and reliable business serving the local community.",,,,https://www.guesthousebanskábystrica.com,info@guesthousebanskábystrica.com,+39-489-5501,525 Church Street,,94605,Banská Bystrica,,,Slovakia,46.479239,4.996322,,,,,,,True,True,,,
,eu_businesses_comprehensive_20251106_114856,,Library Banská Bystrica,,"Quality libraries services in Banská Bystrica, Slovakia. Professional and reliable business serving the local community.",,,,https://www.librarybanskábystrica.com,info@librarybanskábystrica.com,+68-494-4609,27 King Street,,41012,Banská Bystrica,,,Slovakia,58.978323,3.439818,,,,,,,True,True,,,
,eu_businesses_comprehensive_20251106_114856,,Premium Banská Bystrica,,"Quality hotels services in Banská Bystrica, Slovakia. Professional and reliable business serving the local community.",,,,https://www.premiumbanskábystrica.com,info@premiumbanskábystrica.com,+59-869-1293,266 Queen Street,,97268,Banská Bystrica,,,Slovakia,53.178713,3.625793,,,,,,,True,False,,,
,eu_businesses_comprehensive_20251106_114856,,Property Banská Bystrica,,"Quality real estate agencies services in Banská Bystrica, Slovakia. Professional and reliable business serving the local community.",,,,https://www.propertybanskábystrica.com,info@propertybanskábystrica.com,+57-980-5357,402 Church Street,,65155,Banská Bystrica,,,Slovakia,52.212123,27.066368,,,,,,,True,True,,,
,eu_businesses_comprehensive_20251106_114856,,Pub Banská Bystrica,,"Quality bars & pubs services in Banská Bystrica, Slovakia. Professional and reliable business serving the local community.",,,,https://www.pubbanskábystrica.com,info@pubbanskábystrica.com,+48-874-7430,361 High Street,,62652,Banská Bystrica,,,Slovakia,43.684828,11.232952,,,,,,,True,False,,,
,eu_businesses_comprehensive_20251106_114856,,Repair Banská Bystrica,,"Quality auto repair services in Banská Bystrica, Slovakia. Professional and reliable business serving the local community.",,,,https://www.repairbanskábystrica.com,info@repairbanskábystrica.com,+92-343-9659,932 King Street,,59869,Banská Bystrica,,,Slovakia,67.295936,-4.783465,,,,,,,True,True,,,
,eu_businesses_comprehensive_20251106_114856,,Analysis Birkirkara,,"Quality medical laboratories services in Birkirkara, Malta. Professional and reliable business serving the local community.",,,,https://www.analysisbirkirkara.com,info@analysisbirkirkara.com,+40-864-6225,681 Main Street,,44885,Birkirkara,,,Malta,68.821765,19.942719,,,,,,,True,True,,,
,eu_businesses_comprehensive_20251106_114856,,Art Space Birkirkara,,"Quality art galleries services in Birkirkara, Malta. Professional and reliable business serving the local community.",,,,https://www.artspacebirkirkara.com,info@artspacebirkirkara.com,+67-973-8000,402 High Street,,61607,Birkirkara,,,Malta,60.574026,14.632621,,,,,,,True,False,,,
,eu_businesses_comprehensive_20251106_114856,,Birkirkara Care,,"Quality healthcare services in Birkirkara, Malta. Professional and reliable business serving the local community.",,,,https://www.birkirkaracare.com,info@birkirkaracare.com,+39-884-8307,863 King Street,,14085,Birkirkara,,,Malta,37.506229,6.439109,,,,,,,True,False,,,
,eu_businesses_comprehensive_20251106_114856,,Birkirkara Motors,,"Quality car dealers services in Birkirkara, Malta. Professional and reliable business serving the local community.",,,,https://www.birkirkaramotors.com,info@birkirkaramotors.com,+55-692-5502,210 Queen Street,,80945,Birkirkara,,,Malta,64.616556,21.434977,,,,,,,True,False,,,
,eu_businesses_comprehensive_20251106_114856,,Birkirkara Palace,,"Quality casinos services in Birkirkara, Malta. Professional and reliable business serving the local community.",,,,https://www.birkirkarapalace.com,info@birkirkarapalace.com,+63-142-3367,800 Main Street,,20572,Birkirkara,,,Malta,56.042519,28.793636,,,,,,,True,True,,,
,eu_businesses_comprehensive_20251106_114856,,Birkirkara Realty,,"Quality real estate agencies services in Birkirkara, Malta. Professional and reliable business serving the local community.",,,,https://www.birkirkararealty.com,info@birkirkararealty.com,+57-219-6311,198 High Street,,52050,Birkirkara,,,Malta,63.101423,19.622876,,,,,,,True,False,,,
,eu_businesses_comprehensive_20251106_114856,,Capital Birkirkara,,"Quality bank services in Birkirkara, Malta. Professional and reliable business serving the local community.",,,,https://www.capitalbirkirkara.com,info@capitalbirkirkara.com,+78-619-2645,490 Queen Street,,25507,Birkirkara,,,Malta,49.53632,26.448803,,,,,,,True,False,,,
,eu_businesses_comprehensive_20251106_114856,,Care Birkirkara,,"Quality dentist services in Birkirkara, Malta. Professional and reliable business serving the local community.",,,,https://www.carebirkirkara.com,info@carebirkirkara.com,+89-747-2371,271 Queen Street,,57095,Birkirkara,,,Malta,37.648026,11.879268,,,,,,,True,False,,,
,eu_businesses_comprehensive_20251106_114856,,Coffee Birkirkara,,"Quality cafes services in Birkirkara, Malta. Professional and reliable business serving the local community.",,,,https://www.coffeebirkirkara.com,info@coffeebirkirkara.com,+55-990-2338,754 Queen Street,,62467,Birkirkara,,,Malta,61.376054,15.394733,,,,,,,True,True,,,
,eu_businesses_comprehensive_20251106_114856,,Cuisine Birkirkara,,"Quality restaurant services in Birkirkara, Malta. Professional and reliable business serving the local community.",,,,https://www.cuisinebirkirkara.com,info@cuisinebirkirkara.com,+88-806-5171,28 High Street,,58257,Birkirkara,,,Malta,50.55958,-0.091938,,,,,,,True,False,,,
,eu_businesses_comprehensive_20251106_114856,,Fit Birkirkara,,"Quality fitness & sports services in Birkirkara, Malta. Professional and reliable business serving the local community.",,,,https://www.fitbirkirkara.com,info@fitbirkirkara.com,+52-893-8637,199 Queen Street,,76979,Birkirkara,,,Malta,46.68154,-5.062884,,,,,,,True,False,,,
,eu_businesses_comprehensive_20251106_114856,,Jewelry Birkirkara,,"Quality jewelry stores services in Birkirkara, Malta. Professional and reliable business serving the local community.",,,,https://www.jewelrybirkirkara.com,info@jewelrybirkirkara.com,+68-946-7884,714 High Street,,92606,Birkirkara,,,Malta,50.418909,8.150457,,,,,,,True,True,,,
,eu_businesses_comprehensive_20251106_114856,,Mall Birkirkara,,"Quality shopping centers services in Birkirkara, Malta. Professional and reliable business serving the local community.",,,,https://www.mallbirkirkara.com,info@mallbirkirkara.com,+42-761-6173,876 Main Street,,57314,Birkirkara,,,Malta,69.330689,3.417041,,,,,,,True,False,,,
,eu_businesses_comprehensive_20251106_114856,,Pastry Birkirkara,,"Quality pastry shops services in Birkirkara, Malta. Professional and reliable business serving the local community.",,,,https://www.pastrybirkirkara.com,info@pastrybirkirkara.com,+82-545-7638,102 High Street,,16205,Birkirkara,,,Malta,51.662666,0.853935,,,,,,,True,False,,,
,eu_businesses_comprehensive_20251106_114856,,Physio Birkirkara,,"Quality physiotherapy services in Birkirkara, Malta. Professional and reliable business serving the local community.",,,,https://www.physiobirkirkara.com,info@physiobirkirkara.com,+98-348-6386,497 Church Street,,29738,Birkirkara,,,Malta,47.426732,3.71986,,,,,,,True,True,,,
,eu_businesses_comprehensive_20251106_114856,,Pizza Birkirkara,,"Quality pizza restaurants services in Birkirkara, Malta. Professional and reliable business serving the local community.",,,,https://www.pizzabirkirkara.com,info@pizzabirkirkara.com,+79-816-1919,228 Queen Street,,66680,Birkirkara,,,Malta,56.445297,-7.618029,,,,,,,True,True,,,
,eu_businesses_comprehensive_20251106_114856,,Stay Birkirkara,,"Quality bed & breakfasts services in Birkirkara, Malta. Professional and reliable business serving the local community.",,,,https://www.staybirkirkara.com,info@staybirkirkara.com,+80-584-7481,824 Church Street,,68077,Birkirkara,,,Malta,54.48665,17.986529,,,,,,,True,False,,,
,eu_businesses_comprehensive_20251106_114856,,Study Birkirkara,,"Quality schools services in Birkirkara, Malta. Professional and reliable business serving the local community.",,,,https://www.studybirkirkara.com,info@studybirkirkara.com,+79-274-3446,741 Church Street,,17707,Birkirkara,,,Malta,68.392138,25.272917,,,,,,,True,False,,,
,eu_businesses_comprehensive_20251106_114856,,Travel Birkirkara,,"Quality tourism services in Birkirkara, Malta. Professional and reliable business serving the local community.",,,,https://www.travelbirkirkara.com,info@travelbirkirkara.com,+71-988-5295,80 Queen Street,,61744,Birkirkara,,,Malta,47.96026,27.665573,,,,,,,True,True,,,
,eu_businesses_comprehensive_20251106_114856,,Auto Bratislava,,"Quality automotive services in Bratislava, Slovakia. Professional and reliable business serving the local community.",,,,https://www.autobratislava.com,info@autobratislava.com,+83-103-4038,786 High Street,,30774,Bratislava,,,Slovakia,65.236708,13.002875,,,,,,,True,False,,,
,eu_businesses_comprehensive_20251106_114856,,Bratislava Green,,"Quality garden center services in Bratislava, Slovakia. Professional and reliable business serving the local community.",,,,https://www.bratislavagreen.com,info@bratislavagreen.com,+42-878-1124,802 Queen Street,,70850,Bratislava,,,Slovakia,37.412976,13.791675,,,,,,,True,False,,,
,eu_businesses_comprehensive_20251106_114856,,Café Bratislava,,"Quality café services in Bratislava, Slovakia. Professional and reliable business serving the local community.",,,,https://www.cafébratislava.com,info@cafébratislava.com,+60-443-2051,354 Church Street,,82546,Bratislava,,,Slovakia,49.609559,9.386496,,,,,,,True,True,,,
,eu_businesses_comprehensive_20251106_114856,,Fortune Bratislava,,"Quality casinos services in Bratislava, Slovakia. Professional and reliable business serving the local community.",,,,https://www.fortunebratislava.com,info@fortunebratislava.com,+96-705-2800,306 Church Street,,50757,Bratislava,,,Slovakia,55.711397,28.742911,,,,,,,True,True,,,
,eu_businesses_comprehensive_20251106_114856,,Fun Bratislava,,"Quality entertainment & nightlife services in Bratislava, Slovakia. Professional and reliable business serving the local community.",,,,https://www.funbratislava.com,info@funbratislava.com,+48-678-6353,605 Queen Street,,32096,Bratislava,,,Slovakia,57.776825,9.598002,,,,,,,True,False,,,
,eu_businesses_comprehensive_20251106_114856,,Mall Bratislava,,"Quality shopping centers services in Bratislava, Slovakia. Professional and reliable business serving the local community.",,,,https://www.mallbratislava.com,info@mallbratislava.com,+91-963-5889,749 Main Street,,64402,Bratislava,,,Slovakia,40.392724,-0.169818,,,,,,,True,True,,,
,eu_businesses_comprehensive_20251106_114856,,Market Bratislava,,"Quality retail stores services in Bratislava, Slovakia. Professional and reliable business serving the local community.",,,,https://www.marketbratislava.com,info@marketbratislava.com,+96-406-5796,345 High Street,,44978,Bratislava,,,Slovakia,39.446192,0.651027,,,,,,,True,False,,,
,eu_businesses_comprehensive_20251106_114856,,Salon Bratislava,,"Quality beauty salon services in Bratislava, Slovakia. Professional and reliable business serving the local community.",,,,https://www.salonbratislava.com,info@salonbratislava.com,+91-402-5567,712 Main Street,,10647,Bratislava,,,Slovakia,51.398915,26.137344,,,,,,,True,False,,,
,eu_businesses_comprehensive_20251106_114856,,Serenity Bratislava,,"Quality spas services in Bratislava, Slovakia. Professional and reliable business serving the local community.",,,,https://www.serenitybratislava.com,info@serenitybratislava.com,+98-275-9856,416 Church Street,,10357,Bratislava,,,Slovakia,55.363121,15.666428,,,,,,,True,False,,,
,eu_businesses_comprehensive_20251106_114856,,Spirit Bratislava,,"Quality religious organizations services in Bratislava, Slovakia. Professional and reliable business serving the local community.",,,,https://www.spiritbratislava.com,info@spiritbratislava.com,+94-783-1552,195 Main Street,,11574,Bratislava,,,Slovakia,64.615792,1.269649,,,,,,,True,False,,,
,eu_businesses_comprehensive_20251106_114856,,Auto Brno,,"Quality automotive services in Brno, Czech Republic. Professional and reliable business serving the local community.",,,,https://www.autobrno.com,info@autobrno.com,+60-511-3029,819 Church Street,,17460,Brno,,,Czech Republic,47.835945,17.4565,,,,,,,True,False,,,
,eu_businesses_comprehensive_20251106_114856,,Bamboo Brno,,"Quality asian restaurants services in Brno, Czech Republic. Professional and reliable business serving the local community.",,,,https://www.bamboobrno.com,info@bamboobrno.com,+51-367-7846,536 Main Street,,18608,Brno,,,Czech Republic,36.784505,29.863954,,,,,,,True,False,,,
,eu_businesses_comprehensive_20251106_114856,,Bowl Brno,,"Quality bowling alleys services in Brno, Czech Republic. Professional and reliable business serving the local community.",,,,https://www.bowlbrno.com,info@bowlbrno.com,+32-161-7619,901 High Street,,45370,Brno,,,Czech Republic,56.568374,14.144604,,,,,,,True,False,,,
,eu_businesses_comprehensive_20251106_114856,,Brno Digital,,"Quality electronics stores services in Brno, Czech Republic. Professional and reliable business serving the local community.",,,,https://www.brnodigital.com,info@brnodigital.com,+50-107-9874,238 High Street,,19514,Brno,,,Czech Republic,45.096588,-7.328214,,,,,,,True,False,,,
,eu_businesses_comprehensive_20251106_114856,,Brno Spa,,"Quality beauty & wellness services in Brno, Czech Republic. Professional and reliable business serving the local community.",,,,https://www.brnospa.com,info@brnospa.com,+89-800-9473,670 Main Street,,46229,Brno,,,Czech Republic,40.908259,16.429616,,,,,,,True,False,,,
,eu_businesses_comprehensive_20251106_114856,,Business Brno,,"Quality business consultants services in Brno, Czech Republic. Professional and reliable business serving the local community.",,,,https://www.businessbrno.com,info@businessbrno.com,+52-599-1552,468 King Street,,13739,Brno,,,Czech Republic,40.968938,-7.884522,,,,,,,True,True,,,
,eu_businesses_comprehensive_20251106_114856,,Church Brno,,"Quality religious organizations services in Brno, Czech Republic. Professional and reliable business serving the local community.",,,,https://www.churchbrno.com,info@churchbrno.com,+51-287-3933,482 King Street,,75976,Brno,,,Czech Republic,37.25704,0.162477,,,,,,,True,True,,,
