source,source_external_id,name,description,category_primary,tags,website,email,phone,address_line1,postal_code,town,city,region,country_code,latitude,longitude,logo_url,status,notes
eu_businesses_comprehensive_20251106_114856,,Waterford Financial,"Quality accounting firms services in Waterford, Ireland. Professional and reliable business serving the local community.",,,https://www.waterfordfinancial.com,info@waterfordfinancial.com,+95-239-4147,162 High Street,32050,,Waterford,,IE,38.711636,11.26918,,active,
eu_businesses_comprehensive_20251106_114856,,Fiscal Milan,"Quality accounting firms services in Milan, Italy. Professional and reliable business serving the local community.",,,https://www.fiscalmilan.com,info@fiscalmilan.com,+75-576-1132,683 High Street,59916,,Milan,,IT,40.194201,10.073677,,active,
eu_businesses_comprehensive_20251106_114856,,Daugavpils Financial,"Quality accounting firms services in Daugavpils, Latvia. Professional and reliable business serving the local community.",,,https://www.daugavpilsfinancial.com,info@daugavpilsfinancial.com,+68-453-4097,167 Main Street,55625,,Daugavpils,,LV,67.399886,-1.058156,,active,
eu_businesses_comprehensive_20251106_114856,,Accounting Plus Kaunas,"Quality accounting firms services in Kaunas, Lithuania. Professional and reliable business serving the local community.",,,https://www.accountingpluskaunas.com,info@accountingpluskaunas.com,+76-188-1448,104 Main Street,78619,,Kaunas,,LT,42.099136,7.554784,,active,
eu_businesses_comprehensive_20251106_114856,,Tax Experts Differdange,"Quality accounting firms services in Differdange, Luxembourg. Professional and reliable business serving the local community.",,,https://www.taxexpertsdifferdange.com,info@taxexpertsdifferdange.com,+81-583-3122,484 King Street,17204,,Differdange,,LU,49.296154,26.521358,,active,
eu_businesses_comprehensive_20251106_114856,,St. Julian's Accounting,"Quality accounting firms services in St. Julian's, Malta. Professional and reliable business serving the local community.",,,https://www.st.julian'saccounting.com,info@st.julian'saccounting.com,+92-676-6106,448 Church Street,89042,,St. Julian's,,MT,64.200528,16.601293,,active,
eu_businesses_comprehensive_20251106_114856,,Accounting Plus Łódź,"Quality accounting firms services in Łódź, Poland. Professional and reliable business serving the local community.",,,https://www.accountingplusłódź.com,info@accountingplusłódź.com,+43-261-4994,594 Main Street,83891,,Łódź,,PL,38.02643,-3.081351,,active,
eu_businesses_comprehensive_20251106_114856,,Iași Financial,"Quality accounting firms services in Iași, Romania. Professional and reliable business serving the local community.",,,https://www.iașifinancial.com,info@iașifinancial.com,+47-443-4344,234 King Street,62174,,Iași,,RO,56.795648,12.659817,,active,
eu_businesses_comprehensive_20251106_114856,,Košice Financial,"Quality accounting firms services in Košice, Slovakia. Professional and reliable business serving the local community.",,,https://www.košicefinancial.com,info@košicefinancial.com,+57-135-9346,692 High Street,72677,,Košice,,SK,37.849632,-7.218047,,active,
eu_businesses_comprehensive_20251106_114856,,Velenje Accounting,"Quality accounting firms services in Velenje, Slovenia. Professional and reliable business serving the local community.",,,https://www.velenjeaccounting.com,info@velenjeaccounting.com,+35-843-2183,350 High Street,79160,,Velenje,,SI,51.179976,8.816202,,active,
eu_businesses_comprehensive_20251106_114856,,Tax Experts Uppsala,"Quality accounting firms services in Uppsala, Sweden. Professional and reliable business serving the local community.",,,https://www.taxexpertsuppsala.com,info@taxexpertsuppsala.com,+32-365-6962,161 High Street,65116,,Uppsala,,SE,35.018673,-0.474108,,active,
eu_businesses_comprehensive_20251106_114856,,Gallery Graz,"Quality art galleries services in Graz, Austria. Professional and reliable business serving the local community.",,,https://www.gallerygraz.com,info@gallerygraz.com,+68-979-3705,736 High Street,23857,,Graz,,AT,45.317406,20.875725,,active,
eu_businesses_comprehensive_20251106_114856,,Art Space Plovdiv,"Quality art galleries services in Plovdiv, Bulgaria. Professional and reliable business serving the local community.",,,https://www.artspaceplovdiv.com,info@artspaceplovdiv.com,+59-283-9677,741 High Street,38185,,Plovdiv,,BG,43.159959,15.727092,,active,
eu_businesses_comprehensive_20251106_114856,,Atelier Osijek,"Quality art galleries services in Osijek, Croatia. Professional and reliable business serving the local community.",,,https://www.atelierosijek.com,info@atelierosijek.com,+91-748-7996,25 High Street,54059,,Osijek,,HR,39.448381,16.109041,,active,
eu_businesses_comprehensive_20251106_114856,,Gallery Paphos,"Quality art galleries services in Paphos, Cyprus. Professional and reliable business serving the local community.",,,https://www.gallerypaphos.com,info@gallerypaphos.com,+50-648-5433,498 King Street,97583,,Paphos,,CY,63.563944,12.525835,,active,
eu_businesses_comprehensive_20251106_114856,,Creative Plzen,"Quality art galleries services in Plzen, Czech Republic. Professional and reliable business serving the local community.",,,https://www.creativeplzen.com,info@creativeplzen.com,+72-797-7110,239 Main Street,66299,,Plzen,,CZ,61.943887,-7.954975,,active,
eu_businesses_comprehensive_20251106_114856,,Gallery Copenhagen,"Quality art galleries services in Copenhagen, Denmark. Professional and reliable business serving the local community.",,,https://www.gallerycopenhagen.com,info@gallerycopenhagen.com,+56-976-7698,667 High Street,42197,,Copenhagen,,DK,64.567121,-2.357916,,active,
eu_businesses_comprehensive_20251106_114856,,Narva Arts,"Quality art galleries services in Narva, Estonia. Professional and reliable business serving the local community.",,,https://www.narvaarts.com,info@narvaarts.com,+93-990-2190,365 High Street,17905,,Narva,,EE,47.921045,14.04205,,active,
eu_businesses_comprehensive_20251106_114856,,Creative Espoo,"Quality art galleries services in Espoo, Finland. Professional and reliable business serving the local community.",,,https://www.creativeespoo.com,info@creativeespoo.com,+40-108-1231,150 Main Street,65739,,Espoo,,FI,63.840676,12.943799,,active,
eu_businesses_comprehensive_20251106_114856,,Thessaloniki Arts,"Quality art galleries services in Thessaloniki, Greece. Professional and reliable business serving the local community.",,,https://www.thessalonikiarts.com,info@thessalonikiarts.com,+86-213-8368,597 King Street,35455,,Thessaloniki,,GR,58.51458,14.966748,,active,
eu_businesses_comprehensive_20251106_114856,,Szeged Arts,"Quality art galleries services in Szeged, Hungary. Professional and reliable business serving the local community.",,,https://www.szegedarts.com,info@szegedarts.com,+87-249-1815,888 King Street,18911,,Szeged,,HU,61.814885,6.443902,,active,
eu_businesses_comprehensive_20251106_114856,,Gallery Cork,"Quality art galleries services in Cork, Ireland. Professional and reliable business serving the local community.",,,https://www.gallerycork.com,info@gallerycork.com,+85-539-4233,577 Church Street,79130,,Cork,,IE,59.043828,14.691687,,active,
eu_businesses_comprehensive_20251106_114856,,Atelier Naples,"Quality art galleries services in Naples, Italy. Professional and reliable business serving the local community.",,,https://www.ateliernaples.com,info@ateliernaples.com,+39-103-8063,455 Queen Street,65778,,Naples,,IT,65.981554,20.354983,,active,
eu_businesses_comprehensive_20251106_114856,,Daugavpils Arts,"Quality art galleries services in Daugavpils, Latvia. Professional and reliable business serving the local community.",,,https://www.daugavpilsarts.com,info@daugavpilsarts.com,+57-726-5998,714 King Street,75757,,Daugavpils,,LV,35.242573,29.494244,,active,
eu_businesses_comprehensive_20251106_114856,,Gallery Vilnius,"Quality art galleries services in Vilnius, Lithuania. Professional and reliable business serving the local community.",,,https://www.galleryvilnius.com,info@galleryvilnius.com,+86-995-3697,869 King Street,74310,,Vilnius,,LT,38.22585,21.534458,,active,
eu_businesses_comprehensive_20251106_114856,,Art Space Luxembourg City,"Quality art galleries services in Luxembourg City, Luxembourg. Professional and reliable business serving the local community.",,,https://www.artspaceluxembourgcity.com,info@artspaceluxembourgcity.com,+49-951-2749,954 Main Street,72832,,Luxembourg City,,LU,69.86756,-9.307291,,active,
eu_businesses_comprehensive_20251106_114856,,Art Space Birkirkara,"Quality art galleries services in Birkirkara, Malta. Professional and reliable business serving the local community.",,,https://www.artspacebirkirkara.com,info@artspacebirkirkara.com,+67-973-8000,402 High Street,61607,,Birkirkara,,MT,60.574026,14.632621,,active,
eu_businesses_comprehensive_20251106_114856,,Atelier Wrocław,"Quality art galleries services in Wrocław, Poland. Professional and reliable business serving the local community.",,,https://www.atelierwrocław.com,info@atelierwrocław.com,+53-113-6989,529 Queen Street,81317,,Wrocław,,PL,49.10018,10.765615,,active,
eu_businesses_comprehensive_20251106_114856,,Creative Cluj-Napoca,"Quality art galleries services in Cluj-Napoca, Romania. Professional and reliable business serving the local community.",,,https://www.creativecluj-napoca.com,info@creativecluj-napoca.com,+98-947-1038,551 Queen Street,91023,,Cluj-Napoca,,RO,53.696974,9.210441,,active,
eu_businesses_comprehensive_20251106_114856,,Gallery Prešov,"Quality art galleries services in Prešov, Slovakia. Professional and reliable business serving the local community.",,,https://www.galleryprešov.com,info@galleryprešov.com,+78-250-5232,555 Queen Street,87180,,Prešov,,SK,38.590491,2.132007,,active,
eu_businesses_comprehensive_20251106_114856,,Gallery Ljubljana,"Quality art galleries services in Ljubljana, Slovenia. Professional and reliable business serving the local community.",,,https://www.galleryljubljana.com,info@galleryljubljana.com,+88-921-8896,622 Main Street,80741,,Ljubljana,,SI,50.919448,9.830299,,active,
eu_businesses_comprehensive_20251106_114856,,Creative Västerås,"Quality art galleries services in Västerås, Sweden. Professional and reliable business serving the local community.",,,https://www.creativevästerås.com,info@creativevästerås.com,+48-727-6162,413 King Street,48480,,Västerås,,SE,50.687191,15.159148,,active,
eu_businesses_comprehensive_20251106_114856,,Graz Kitchen,"Quality asian restaurants services in Graz, Austria. Professional and reliable business serving the local community.",,,https://www.grazkitchen.com,info@grazkitchen.com,+30-102-4410,620 King Street,88901,,Graz,,AT,51.227532,26.170125,,active,
eu_businesses_comprehensive_20251106_114856,,Orient Ruse,"Quality asian restaurants services in Ruse, Bulgaria. Professional and reliable business serving the local community.",,,https://www.orientruse.com,info@orientruse.com,+96-285-5412,840 High Street,53657,,Ruse,,BG,44.015422,2.709143,,active,
eu_businesses_comprehensive_20251106_114856,,Orient Zadar,"Quality asian restaurants services in Zadar, Croatia. Professional and reliable business serving the local community.",,,https://www.orientzadar.com,info@orientzadar.com,+79-932-2818,570 High Street,78582,,Zadar,,HR,47.279079,-5.869914,,active,
eu_businesses_comprehensive_20251106_114856,,Asian Fusion Larnaca,"Quality asian restaurants services in Larnaca, Cyprus. Professional and reliable business serving the local community.",,,https://www.asianfusionlarnaca.com,info@asianfusionlarnaca.com,+51-217-6725,334 King Street,59051,,Larnaca,,CY,46.133366,6.733723,,active,
eu_businesses_comprehensive_20251106_114856,,Bamboo Brno,"Quality asian restaurants services in Brno, Czech Republic. Professional and reliable business serving the local community.",,,https://www.bamboobrno.com,info@bamboobrno.com,+51-367-7846,536 Main Street,18608,,Brno,,CZ,36.784505,29.863954,,active,
eu_businesses_comprehensive_20251106_114856,,Asian Fusion Aalborg,"Quality asian restaurants services in Aalborg, Denmark. Professional and reliable business serving the local community.",,,https://www.asianfusionaalborg.com,info@asianfusionaalborg.com,+42-235-8430,779 Church Street,81255,,Aalborg,,DK,35.093382,16.532931,,active,
eu_businesses_comprehensive_20251106_114856,,Bamboo Kohtla-Järve,"Quality asian restaurants services in Kohtla-Järve, Estonia. Professional and reliable business serving the local community.",,,https://www.bambookohtla-järve.com,info@bambookohtla-järve.com,+67-399-6033,815 Main Street,30807,,Kohtla-Järve,,EE,60.780174,20.749378,,active,
eu_businesses_comprehensive_20251106_114856,,Asian Fusion Tampere,"Quality asian restaurants services in Tampere, Finland. Professional and reliable business serving the local community.",,,https://www.asianfusiontampere.com,info@asianfusiontampere.com,+37-591-7230,466 Queen Street,32621,,Tampere,,FI,54.308207,25.410857,,active,
eu_businesses_comprehensive_20251106_114856,,Bamboo Heraklion,"Quality asian restaurants services in Heraklion, Greece. Professional and reliable business serving the local community.",,,https://www.bambooheraklion.com,info@bambooheraklion.com,+40-720-2575,791 Main Street,64970,,Heraklion,,GR,52.013328,20.270955,,active,
eu_businesses_comprehensive_20251106_114856,,Bamboo Miskolc,"Quality asian restaurants services in Miskolc, Hungary. Professional and reliable business serving the local community.",,,https://www.bamboomiskolc.com,info@bamboomiskolc.com,+61-647-2915,118 Queen Street,70823,,Miskolc,,HU,35.762339,23.466724,,active,
eu_businesses_comprehensive_20251106_114856,,Limerick Kitchen,"Quality asian restaurants services in Limerick, Ireland. Professional and reliable business serving the local community.",,,https://www.limerickkitchen.com,info@limerickkitchen.com,+79-206-7392,934 Queen Street,96880,,Limerick,,IE,46.663028,6.225039,,active,
eu_businesses_comprehensive_20251106_114856,,Dragon Milan,"Quality asian restaurants services in Milan, Italy. Professional and reliable business serving the local community.",,,https://www.dragonmilan.com,info@dragonmilan.com,+58-110-2907,227 High Street,77215,,Milan,,IT,63.417416,27.422963,,active,
eu_businesses_comprehensive_20251106_114856,,Dragon Jūrmala,"Quality asian restaurants services in Jūrmala, Latvia. Professional and reliable business serving the local community.",,,https://www.dragonjūrmala.com,info@dragonjūrmala.com,+73-864-6234,586 Church Street,47891,,Jūrmala,,LV,38.99669,-6.96211,,active,
eu_businesses_comprehensive_20251106_114856,,Orient Panevėžys,"Quality asian restaurants services in Panevėžys, Lithuania. Professional and reliable business serving the local community.",,,https://www.orientpanevėžys.com,info@orientpanevėžys.com,+45-295-8777,222 High Street,83297,,Panevėžys,,LT,67.258532,15.952238,,active,
eu_businesses_comprehensive_20251106_114856,,Bamboo Differdange,"Quality asian restaurants services in Differdange, Luxembourg. Professional and reliable business serving the local community.",,,https://www.bamboodifferdange.com,info@bamboodifferdange.com,+83-310-6413,463 Main Street,48862,,Differdange,,LU,61.023989,-8.587631,,active,
eu_businesses_comprehensive_20251106_114856,,Bamboo Valletta,"Quality asian restaurants services in Valletta, Malta. Professional and reliable business serving the local community.",,,https://www.bamboovalletta.com,info@bamboovalletta.com,+74-174-9135,472 Church Street,67518,,Valletta,,MT,53.395756,4.957639,,active,
eu_businesses_comprehensive_20251106_114856,,Poznań Kitchen,"Quality asian restaurants services in Poznań, Poland. Professional and reliable business serving the local community.",,,https://www.poznańkitchen.com,info@poznańkitchen.com,+99-952-5086,636 King Street,92261,,Poznań,,PL,54.030361,-5.672553,,active,
eu_businesses_comprehensive_20251106_114856,,Asian Fusion Constanța,"Quality asian restaurants services in Constanța, Romania. Professional and reliable business serving the local community.",,,https://www.asianfusionconstanța.com,info@asianfusionconstanța.com,+96-204-3786,555 High Street,18849,,Constanța,,RO,56.884316,23.597792,,active,
eu_businesses_comprehensive_20251106_114856,,Bamboo Prešov,"Quality asian restaurants services in Prešov, Slovakia. Professional and reliable business serving the local community.",,,https://www.bambooprešov.com,info@bambooprešov.com,+55-806-5986,601 Church Street,70092,,Prešov,,SK,59.28592,0.837301,,active,
eu_businesses_comprehensive_20251106_114856,,Bamboo Kranj,"Quality asian restaurants services in Kranj, Slovenia. Professional and reliable business serving the local community.",,,https://www.bambookranj.com,info@bambookranj.com,+86-892-1388,105 Main Street,49230,,Kranj,,SI,45.429707,8.919952,,active,
eu_businesses_comprehensive_20251106_114856,,Västerås Kitchen,"Quality asian restaurants services in Västerås, Sweden. Professional and reliable business serving the local community.",,,https://www.västeråskitchen.com,info@västeråskitchen.com,+55-483-4414,36 High Street,43898,,Västerås,,SE,59.874228,26.016051,,active,
eu_businesses_comprehensive_20251106_114856,,Repair Innsbruck,"Quality auto repair services in Innsbruck, Austria. Professional and reliable business serving the local community.",,,https://www.repairinnsbruck.com,info@repairinnsbruck.com,+75-852-1495,411 Queen Street,56788,,Innsbruck,,AT,69.673349,3.886797,,active,
eu_businesses_comprehensive_20251106_114856,,Garage Plovdiv,"Quality auto repair services in Plovdiv, Bulgaria. Professional and reliable business serving the local community.",,,https://www.garageplovdiv.com,info@garageplovdiv.com,+77-707-8545,3 King Street,48311,,Plovdiv,,BG,64.317925,20.060082,,active,
eu_businesses_comprehensive_20251106_114856,,Repair Zagreb,"Quality auto repair services in Zagreb, Croatia. Professional and reliable business serving the local community.",,,https://www.repairzagreb.com,info@repairzagreb.com,+95-174-2431,813 King Street,61385,,Zagreb,,HR,44.285534,1.731839,,active,
eu_businesses_comprehensive_20251106_114856,,Repair Larnaca,"Quality auto repair services in Larnaca, Cyprus. Professional and reliable business serving the local community.",,,https://www.repairlarnaca.com,info@repairlarnaca.com,+63-654-6374,670 Church Street,25835,,Larnaca,,CY,61.516591,-6.192445,,active,
eu_businesses_comprehensive_20251106_114856,,Garage Liberec,"Quality auto repair services in Liberec, Czech Republic. Professional and reliable business serving the local community.",,,https://www.garageliberec.com,info@garageliberec.com,+65-772-3628,930 King Street,39265,,Liberec,,CZ,43.059114,-8.445187,,active,
eu_businesses_comprehensive_20251106_114856,,Garage Esbjerg,"Quality auto repair services in Esbjerg, Denmark. Professional and reliable business serving the local community.",,,https://www.garageesbjerg.com,info@garageesbjerg.com,+70-477-9076,504 Queen Street,33057,,Esbjerg,,DK,65.751679,1.345407,,active,
eu_businesses_comprehensive_20251106_114856,,CarCare Pärnu,"Quality auto repair services in Pärnu, Estonia. Professional and reliable business serving the local community.",,,https://www.carcarepärnu.com,info@carcarepärnu.com,+98-246-7166,962 Church Street,24221,,Pärnu,,EE,40.783072,19.720977,,active,
eu_businesses_comprehensive_20251106_114856,,CarCare Tampere,"Quality auto repair services in Tampere, Finland. Professional and reliable business serving the local community.",,,https://www.carcaretampere.com,info@carcaretampere.com,+84-232-8551,800 King Street,44388,,Tampere,,FI,48.042915,17.622195,,active,
eu_businesses_comprehensive_20251106_114856,,Garage Heraklion,"Quality auto repair services in Heraklion, Greece. Professional and reliable business serving the local community.",,,https://www.garageheraklion.com,info@garageheraklion.com,+91-408-4031,231 Queen Street,44064,,Heraklion,,GR,58.974417,23.621017,,active,
eu_businesses_comprehensive_20251106_114856,,Szeged Motors,"Quality auto repair services in Szeged, Hungary. Professional and reliable business serving the local community.",,,https://www.szegedmotors.com,info@szegedmotors.com,+42-994-2632,577 Church Street,28035,,Szeged,,HU,56.77809,27.11461,,active,
eu_businesses_comprehensive_20251106_114856,,CarCare Waterford,"Quality auto repair services in Waterford, Ireland. Professional and reliable business serving the local community.",,,https://www.carcarewaterford.com,info@carcarewaterford.com,+42-177-4623,74 Church Street,53204,,Waterford,,IE,43.81643,16.65762,,active,
eu_businesses_comprehensive_20251106_114856,,Repair Milan,"Quality auto repair services in Milan, Italy. Professional and reliable business serving the local community.",,,https://www.repairmilan.com,info@repairmilan.com,+93-710-2201,376 Main Street,29459,,Milan,,IT,56.713541,21.518399,,active,
eu_businesses_comprehensive_20251106_114856,,CarCare Liepāja,"Quality auto repair services in Liepāja, Latvia. Professional and reliable business serving the local community.",,,https://www.carcareliepāja.com,info@carcareliepāja.com,+83-335-9472,877 Queen Street,96418,,Liepāja,,LV,49.801686,-0.746211,,active,
eu_businesses_comprehensive_20251106_114856,,CarCare Klaipėda,"Quality auto repair services in Klaipėda, Lithuania. Professional and reliable business serving the local community.",,,https://www.carcareklaipėda.com,info@carcareklaipėda.com,+75-413-3310,965 King Street,64888,,Klaipėda,,LT,56.683786,18.015558,,active,
eu_businesses_comprehensive_20251106_114856,,CarCare Dudelange,"Quality auto repair services in Dudelange, Luxembourg. Professional and reliable business serving the local community.",,,https://www.carcaredudelange.com,info@carcaredudelange.com,+94-613-5180,161 Church Street,20767,,Dudelange,,LU,37.965097,-9.697854,,active,
eu_businesses_comprehensive_20251106_114856,,CarCare Sliema,"Quality auto repair services in Sliema, Malta. Professional and reliable business serving the local community.",,,https://www.carcaresliema.com,info@carcaresliema.com,+86-872-2756,351 Queen Street,94743,,Sliema,,MT,37.688484,-3.052426,,active,
